CustomerKey,GeographyKey,CustomerAlternateKey,FirstName,MiddleName,LastName,FullNAME,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,City
22694,129,AW00022694,Molly,N,Kapoor,Molly Kapoor,1983-07-06,Single,Female,molly2@adventure-works.com,30000.00,3,3,Partial College,Clerical,1,2,Westheimer Straße 9,NULL,1 (11) 500 555-0163,2013-07-07,0-1 Miles,Duesseldorf
22695,256,AW00022695,Darren,NULL,Martin,Darren Martin,1984-02-14,Single,Male,darren22@adventure-works.com,30000.00,4,4,Partial College,Clerical,1,3,5457 Woodcrest Dr.,NULL,1 (11) 500 555-0174,2013-03-10,0-1 Miles,London
22696,191,AW00022696,Kari,NULL,Vazquez,Kari Vazquez,1983-01-05,Single,Female,kari35@adventure-works.com,20000.00,0,0,High School,Manual,1,1,"808, quai de Grenelle",NULL,1 (11) 500 555-0162,2013-11-15,2-5 Miles,Boulogne-sur-Mer
22697,221,AW00022697,Harold,S,Sara,Harold Sara,1982-12-03,Single,Male,harold7@adventure-works.com,20000.00,0,0,High School,Manual,0,1,"88, impasse Notre-Dame",NULL,1 (11) 500 555-0185,2013-03-06,2-5 Miles,Drancy
22698,211,AW00022698,Bradley,A,Andersen,Bradley Andersen,1980-07-08,Married,Male,bradley15@adventure-works.com,10000.00,0,0,Partial High School,Manual,0,2,Midi-Couleurs,NULL,1 (11) 500 555-0155,2013-04-13,0-1 Miles,Les Ulis
22699,160,AW00022699,Clarence,A,Chande,Clarence Chande,1981-02-21,Married,Male,clarence29@adventure-works.com,10000.00,0,0,Partial High School,Manual,1,2,Wolfgangstraße 72,NULL,1 (11) 500 555-0160,2013-11-23,0-1 Miles,Paderborn
22700,123,AW00022700,Gina,NULL,Serrano,Gina Serrano,1986-06-03,Married,Female,gina17@adventure-works.com,10000.00,0,0,Partial High School,Manual,0,2,Pappelallee 961,NULL,1 (11) 500 555-0113,2013-07-18,0-1 Miles,Berlin
22701,168,AW00022701,Anne,NULL,Navarro,Anne Navarro,1980-10-03,Single,Female,anne11@adventure-works.com,20000.00,0,0,High School,Manual,0,1,Parise Straße 4552,NULL,1 (11) 500 555-0185,2013-07-04,5-10 Miles,Kiel
22702,215,AW00022702,Patricia,G,Gonzalez,Patricia Gonzalez,1980-08-05,Single,Female,patricia20@adventure-works.com,20000.00,0,0,High School,Manual,0,1,"1442, rue des Pyrenees",NULL,1 (11) 500 555-0128,2013-11-13,5-10 Miles,Colombes
22703,211,AW00022703,Melvin,D,Raji,Melvin Raji,1982-01-05,Single,Male,melvin20@adventure-works.com,20000.00,0,0,High School,Manual,0,1,"211, quai de Grenelle",NULL,1 (11) 500 555-0117,2014-01-07,5-10 Miles,Les Ulis
22704,197,AW00022704,Bethany,B,Raje,Bethany Raje,1981-08-11,Single,Female,bethany17@adventure-works.com,20000.00,0,0,High School,Manual,0,1,"877bis, rue des Peupliers",NULL,1 (11) 500 555-0161,2013-06-15,5-10 Miles,Paris
22705,125,AW00022705,Adriana,NULL,Kapoor,Adriana Kapoor,1981-09-22,Single,Female,adriana1@adventure-works.com,20000.00,0,0,Partial High School,Manual,0,1,Berliner Platz 994,Einkaufsabteilung,1 (11) 500 555-0119,2013-02-11,2-5 Miles,Berlin
22706,132,AW00022706,Andy,NULL,Ruth,Andy Ruth,1981-10-24,Single,Female,andy2@adventure-works.com,30000.00,0,0,Partial College,Clerical,1,1,Kurfürstenstr 5444,NULL,856-555-0100,2014-01-16,2-5 Miles,Hamburg
22707,171,AW00022707,Haley,NULL,Russell,Haley Russell,1981-07-18,Single,Female,haley39@adventure-works.com,30000.00,0,0,Partial College,Clerical,0,1,Pascalstr 7,NULL,1 (11) 500 555-0119,2013-08-11,2-5 Miles,Neunkirchen
22708,219,AW00022708,Anne,J,Ruiz,Anne Ruiz,1979-11-29,Single,Female,anne3@adventure-works.com,10000.00,0,0,Partial High School,Manual,1,2,"5, rue Lafayette",NULL,1 (11) 500 555-0114,2013-09-10,0-1 Miles,Suresnes
22709,186,AW00022709,Tamara,NULL,Gao,Tamara Gao,1985-03-14,Single,Female,tamara4@adventure-works.com,20000.00,0,0,Partial High School,Manual,0,2,"22, rue de Courtaboeuf",NULL,1 (11) 500 555-0191,2013-09-13,0-1 Miles,Dunkerque
22710,145,AW00022710,Trisha,A,Zhao,Trisha Zhao,1980-04-08,Married,Female,trisha5@adventure-works.com,20000.00,0,0,Partial High School,Manual,0,2,Königsteiner Straße 449,NULL,1 (11) 500 555-0188,2013-04-18,0-1 Miles,Frankfurt am Main
22711,131,AW00022711,Isaiah,G,Hernandez,Isaiah Hernandez,1978-10-07,Single,Male,isaiah44@adventure-works.com,30000.00,0,0,Partial College,Clerical,0,1,Lützowplatz 528,NULL,1 (11) 500 555-0163,2013-07-17,0-1 Miles,Frankfurt
22712,184,AW00022712,Monique,NULL,Romero,Monique Romero,1979-08-06,Single,Female,monique5@adventure-works.com,30000.00,0,0,Partial College,Clerical,0,1,"16, rue des Grands Champs",NULL,1 (11) 500 555-0145,2013-10-20,2-5 Miles,Metz
22713,49,AW00022713,Joseph,A,Miller,Joseph Miller,1972-08-29,Single,Male,joseph12@adventure-works.com,70000.00,3,0,Partial College,Professional,0,2,3570 Court Lane,NULL,122-555-0193,2011-06-21,0-1 Miles,Cliffside
22714,64,AW00022714,Angelica,NULL,Alexander,Angelica Alexander,1970-10-06,Married,Female,angelica18@adventure-works.com,90000.00,4,4,Partial College,Professional,1,3,1749 Champion Rd,NULL,214-555-0150,2013-06-25,0-1 Miles,Shawnee
22715,66,AW00022715,Marcus,NULL,Watson,Marcus Watson,1971-05-18,Married,Male,marcus74@adventure-works.com,90000.00,4,4,Partial College,Professional,1,3,6542 Greenwood Pl.,NULL,137-555-0164,2013-05-16,0-1 Miles,Sooke
22716,614,AW00022716,Caleb,NULL,Nelson,Caleb Nelson,1981-12-30,Single,Male,caleb39@adventure-works.com,100000.00,3,1,Bachelors,Management,1,4,8404 Houston Ct.,NULL,331-555-0117,2013-07-17,2-5 Miles,Edmonds
22717,644,AW00022717,Nicole,S,Watson,Nicole Watson,1976-05-06,Married,Female,nicole44@adventure-works.com,100000.00,4,1,Partial College,Professional,1,4,9218 Sanford St.,NULL,259-555-0148,2013-07-09,2-5 Miles,Walla Walla
22718,299,AW00022718,Zachary,L,Simmons,Zachary Simmons,1970-12-09,Married,Male,zachary14@adventure-works.com,110000.00,2,2,Bachelors,Management,1,3,7000 Hawes Street,NULL,159-555-0168,2013-07-28,2-5 Miles,Berkeley
22719,311,AW00022719,Jesse,NULL,Brooks,Jesse Brooks,1971-04-11,Single,Male,jesse1@adventure-works.com,110000.00,3,2,Bachelors,Management,1,4,5121 Alta Vista,NULL,839-555-0180,2013-07-18,2-5 Miles,Concord
22720,337,AW00022720,Jonathan,NULL,Alexander,Jonathan Alexander,1982-04-23,Married,Male,jonathan18@adventure-works.com,130000.00,1,1,Graduate Degree,Management,1,4,8784 Detroit Ave.,NULL,150-555-0187,2013-12-26,0-1 Miles,Long Beach
22721,607,AW00022721,Colleen,E,Lin,Colleen Lin,1968-01-21,Married,Female,colleen8@adventure-works.com,40000.00,4,3,High School,Skilled Manual,1,2,1679 Via Doble,NULL,993-555-0167,2013-08-07,2-5 Miles,Ballard
22722,302,AW00022722,Tina,NULL,Fernandez,Tina Fernandez,1968-01-16,Single,Female,tina17@adventure-works.com,70000.00,1,0,Bachelors,Professional,0,1,4265 Ashwood Drive,NULL,249-555-0139,2013-07-20,0-1 Miles,Burlingame
22723,383,AW00022723,Alexander,G,Anderson,Alexander Anderson,1948-06-03,Married,Male,alexander14@adventure-works.com,60000.00,3,0,Graduate Degree,Management,1,2,9614 Warwick Dr.,NULL,709-555-0162,2013-09-29,1-2 Miles,West Covina
22724,315,AW00022724,Noah,E,Evans,Noah Evans,1958-08-22,Married,Male,noah27@adventure-works.com,70000.00,5,0,Bachelors,Management,1,2,1640 Windmill Way,NULL,377-555-0168,2013-07-28,10+ Miles,Downey
22725,633,AW00022725,Richard,A,Gonzales,Richard Gonzales,1949-01-19,Married,Male,richard72@adventure-works.com,60000.00,3,0,Graduate Degree,Management,1,2,8796 Altura Dr.,NULL,621-555-0196,2013-08-03,10+ Miles,Puyallup
22726,623,AW00022726,Anna,A,Morris,Anna Morris,1954-11-11,Married,Female,anna4@adventure-works.com,60000.00,3,0,Graduate Degree,Management,1,2,7435 Ricardo,NULL,232-555-0182,2013-12-28,1-2 Miles,Kirkland
22727,611,AW00022727,Jodi,NULL,She,Jodi She,1954-10-19,Married,Female,jodi0@adventure-works.com,60000.00,3,0,Graduate Degree,Management,1,2,1510 American Beauty Dr.,NULL,359-555-0153,2013-04-06,10+ Miles,Bremerton
22728,49,AW00022728,Arianna,NULL,Russell,Arianna Russell,1948-09-21,Married,Female,arianna18@adventure-works.com,70000.00,5,0,Bachelors,Management,1,2,5537 Virginia Hills,NULL,179-555-0197,2013-02-24,10+ Miles,Cliffside
22729,326,AW00022729,Seth,NULL,Nelson,Seth Nelson,1948-11-03,Married,Male,seth36@adventure-works.com,70000.00,5,0,Bachelors,Management,1,2,3425 El Verano,NULL,135-555-0112,2013-04-06,10+ Miles,Grossmont
22730,62,AW00022730,Timothy,L,Perez,Timothy Perez,1948-08-13,Married,Male,timothy29@adventure-works.com,70000.00,5,0,Bachelors,Management,1,2,7711 Fieldcrest Dr.,NULL,967-555-0112,2013-09-02,10+ Miles,Royal Oak
22731,331,AW00022731,Brandon,L,Henderson,Brandon Henderson,1949-02-07,Married,Male,brandon2@adventure-works.com,70000.00,5,0,Bachelors,Management,1,2,9315 Green Valley Road,NULL,618-555-0184,2013-07-09,10+ Miles,La Jolla
22732,66,AW00022732,Sean,NULL,Turner,Sean Turner,1949-02-11,Married,Male,sean37@adventure-works.com,80000.00,5,0,Bachelors,Management,1,2,869 Cherry St.,NULL,535-555-0140,2011-06-01,1-2 Miles,Sooke
22733,611,AW00022733,Alexandria,NULL,Powell,Alexandria Powell,1948-08-18,Married,Female,alexandria8@adventure-works.com,80000.00,5,0,Bachelors,Management,0,2,7720 Winterberry Ct,NULL,986-555-0153,2013-07-04,1-2 Miles,Bremerton
22734,360,AW00022734,Maria,N,Adams,Maria Adams,1950-02-06,Single,Female,maria57@adventure-works.com,30000.00,5,0,Partial High School,Clerical,0,2,7290 Mt. Hood Circle,NULL,974-555-0128,2013-02-24,1-2 Miles,San Francisco
22735,539,AW00022735,Katherine,NULL,Jones,Katherine Jones,1949-12-23,Married,Female,katherine74@adventure-works.com,40000.00,4,0,High School,Professional,1,2,7040 Santa Fe Street,NULL,435-555-0151,2013-05-02,10+ Miles,Corvallis
22736,642,AW00022736,Katherine,V,Morgan,Katherine Morgan,1950-01-08,Married,Female,katherine8@adventure-works.com,40000.00,4,0,High School,Professional,0,2,7341 46th St.,NULL,472-555-0123,2013-03-12,1-2 Miles,Tacoma
22737,299,AW00022737,Heidi,S,Sai,Heidi Sai,1949-11-05,Married,Female,heidi8@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,1210 St. Patricia,NULL,374-555-0119,2013-06-13,10+ Miles,Berkeley
22738,347,AW00022738,Haley,NULL,Diaz,Haley Diaz,1955-07-07,Married,Female,haley41@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,9620 Laurel Drive,NULL,176-555-0168,2013-10-16,1-2 Miles,Novato
22739,52,AW00022739,Destiny,J,Rodriguez,Destiny Rodriguez,1949-10-08,Married,Female,destiny18@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,4556 Rolling Green Circle,NULL,729-555-0189,2013-02-13,10+ Miles,Langley
22740,299,AW00022740,Kimberly,NULL,Rogers,Kimberly Rogers,1950-12-10,Single,Female,kimberly20@adventure-works.com,40000.00,4,0,High School,Professional,0,2,2152 Zebra Street,NULL,131-555-0179,2013-11-07,1-2 Miles,Berkeley
22741,607,AW00022741,Darryl,R,He,Darryl He,1951-06-20,Married,Male,darryl18@adventure-works.com,40000.00,4,0,High School,Professional,1,2,3854 Galindo St.,NULL,714-555-0150,2013-03-24,10+ Miles,Ballard
22742,536,AW00022742,Nathan,NULL,Nelson,Nathan Nelson,1950-12-05,Single,Male,nathan37@adventure-works.com,40000.00,4,0,High School,Professional,0,2,P.O. Box 2851,NULL,841-555-0116,2013-03-04,2-5 Miles,Beaverton
22743,623,AW00022743,Kaylee,A,Murphy,Kaylee Murphy,1956-09-04,Married,Female,kaylee11@adventure-works.com,40000.00,5,0,High School,Professional,1,2,3040 Snow Drive,Unit A,693-555-0152,2013-03-01,10+ Miles,Kirkland
22744,311,AW00022744,Edward,NULL,Wright,Edward Wright,1951-03-12,Single,Male,edward3@adventure-works.com,40000.00,5,0,High School,Professional,0,3,3848 East 39th Street,NULL,592-555-0110,2013-09-30,2-5 Miles,Concord
22745,385,AW00022745,Alexandria,A,Patterson,Alexandria Patterson,1950-08-16,Married,Female,alexandria10@adventure-works.com,40000.00,5,0,High School,Professional,1,3,5330 Military Way,NULL,117-555-0124,2013-03-09,10+ Miles,Woodland Hills
22746,311,AW00022746,Erica,J,Zhang,Erica Zhang,1951-03-06,Married,Female,erica0@adventure-works.com,70000.00,5,0,Bachelors,Management,1,2,6270 North Star Dr.,NULL,461-555-0127,2013-07-17,2-5 Miles,Concord
22747,325,AW00022747,Brianna,H,Martinez,Brianna Martinez,1950-09-07,Married,Female,brianna16@adventure-works.com,70000.00,5,0,Bachelors,Management,1,2,6044 Gloria Terr.,NULL,952-555-0159,2013-04-15,10+ Miles,Glendale
22748,62,AW00022748,Adam,R,Phillips,Adam Phillips,1952-03-12,Single,Male,adam36@adventure-works.com,70000.00,5,0,Bachelors,Management,1,3,152 Scenic Ave.,NULL,114-555-0113,2011-07-05,10+ Miles,Royal Oak
22749,632,AW00022749,Miranda,NULL,Patterson,Miranda Patterson,1952-01-07,Married,Female,miranda10@adventure-works.com,70000.00,5,0,Bachelors,Management,1,4,3630 Second Avenue,NULL,161-555-0163,2013-07-11,10+ Miles,Port Orchard
22750,315,AW00022750,Jesse,D,Gonzalez,Jesse Gonzalez,1951-12-02,Married,Male,jesse33@adventure-works.com,70000.00,5,0,Bachelors,Management,1,4,5587 Stanley Dollar Dr.,NULL,228-555-0146,2013-10-18,2-5 Miles,Downey
22751,316,AW00022751,Samuel,P,Rodriguez,Samuel Rodriguez,1952-01-15,Married,Male,samuel64@adventure-works.com,60000.00,4,0,Bachelors,Management,0,2,6612 Elliott Dr.,NULL,178-555-0140,2013-06-13,2-5 Miles,El Cajon
22752,543,AW00022752,Daniel,J,Brown,Daniel Brown,1951-10-09,Married,Male,daniel22@adventure-works.com,60000.00,4,0,Bachelors,Management,0,2,7485 Lacassie Ave.,NULL,410-555-0119,2013-05-18,2-5 Miles,Lebanon
22753,547,AW00022753,Hailey,G,Morgan,Hailey Morgan,1953-02-18,Single,Female,hailey5@adventure-works.com,70000.00,2,1,Partial College,Professional,0,1,6465 Detroit Ave.,NULL,555-555-0125,2013-07-29,2-5 Miles,Portland
22754,627,AW00022754,Robert,S,Foster,Robert Foster,1952-08-24,Married,Male,robert28@adventure-works.com,70000.00,2,1,Partial College,Professional,1,1,2964 Mt. Washington,NULL,963-555-0171,2013-09-12,10+ Miles,Marysville
22755,49,AW00022755,Christian,NULL,Brown,Christian Brown,1952-11-07,Married,Male,christian35@adventure-works.com,70000.00,2,1,Partial College,Professional,1,1,3106 Julpum Loop,NULL,933-555-0166,2013-12-12,2-5 Miles,Cliffside
22756,299,AW00022756,Jon,NULL,Nath,Jon Nath,1953-05-06,Married,Male,jon15@adventure-works.com,70000.00,2,1,Partial College,Professional,1,1,9685 La Vista Ave.,NULL,135-555-0119,2013-05-01,2-5 Miles,Berkeley
22757,339,AW00022757,Savannah,J,Peterson,Savannah Peterson,1952-10-31,Married,Female,savannah3@adventure-works.com,70000.00,2,1,Partial College,Professional,1,1,4393 Rossmor Parkway,NULL,256-555-0121,2014-01-16,2-5 Miles,Mill Valley
22758,539,AW00022758,Katherine,M,Jackson,Katherine Jackson,1959-05-17,Single,Female,katherine82@adventure-works.com,60000.00,2,1,Partial College,Professional,0,1,3917 Fern Leaf Lane,NULL,881-555-0135,2013-04-04,2-5 Miles,Corvallis
22759,631,AW00022759,Julia,A,Ramirez,Julia Ramirez,1954-05-21,Married,Female,julia60@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,8371 Marlesta Rd,NULL,207-555-0114,2013-06-18,10+ Miles,Olympia
22760,631,AW00022760,Hunter,B,Chen,Hunter Chen,1954-04-03,Married,Male,hunter20@adventure-works.com,60000.00,2,1,Partial College,Professional,0,1,5736 Monument Blvd,NULL,564-555-0137,2013-04-20,2-5 Miles,Olympia
22761,635,AW00022761,Eduardo,W,Price,Eduardo Price,1954-03-09,Single,Male,eduardo44@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,9830 Santa Ana Dr.,NULL,737-555-0178,2013-09-18,10+ Miles,Renton
22762,635,AW00022762,Melissa,NULL,Diaz,Melissa Diaz,1953-10-11,Married,Female,melissa17@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,1661 Military Way,NULL,426-555-0176,2013-09-28,10+ Miles,Renton
22763,637,AW00022763,Rebecca,NULL,Gonzalez,Rebecca Gonzalez,1954-02-07,Single,Female,rebecca11@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,2198 Clay Road,NULL,622-555-0164,2013-10-09,10+ Miles,Seattle
22764,648,AW00022764,Chase,A,Brooks,Chase Brooks,1953-12-02,Married,Male,chase2@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,9699 William Reed Dr.,NULL,402-555-0117,2013-09-03,10+ Miles,Yakima
22765,71,AW00022765,Luis,J,Collins,Luis Collins,1955-03-21,Married,Male,luis35@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,399 Orange Street,NULL,110-555-0123,2011-07-06,2-5 Miles,Westminster
22766,632,AW00022766,Cassidy,NULL,Hayes,Cassidy Hayes,1955-05-05,Married,Female,cassidy24@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,3584 Hawes Street,NULL,675-555-0112,2013-05-20,10+ Miles,Port Orchard
22767,553,AW00022767,Luis,B,Hernandez,Luis Hernandez,1954-11-18,Married,Male,luis50@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,8260 Klamath Woods Pl.,NULL,264-555-0131,2013-03-25,10+ Miles,Woodburn
22768,301,AW00022768,Aaron,A,Zhang,Aaron Zhang,1955-01-19,Married,Male,aaron23@adventure-works.com,60000.00,2,1,Bachelors,Management,1,0,6769 Kingswood Circle,NULL,273-555-0153,2013-04-19,2-5 Miles,Burbank
22769,337,AW00022769,Benjamin,NULL,Martin,Benjamin Martin,1955-04-21,Married,Male,benjamin51@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,1538 Mt. Diablo St.,NULL,123-555-0168,2013-06-08,10+ Miles,Long Beach
22770,348,AW00022770,Chloe,L,Morgan,Chloe Morgan,1955-05-25,Married,Female,chloe51@adventure-works.com,70000.00,4,1,Partial College,Professional,1,2,555 Moretti Drive,NULL,555-555-0111,2013-07-20,10+ Miles,Oakland
22771,69,AW00022771,Mason,D,King,Mason King,1956-05-26,Married,Male,mason40@adventure-works.com,40000.00,2,1,Partial High School,Skilled Manual,0,2,3220 Liscome Way,NULL,337-555-0159,2014-01-08,2-5 Miles,Victoria
22772,69,AW00022772,Erin,B,Watson,Erin Watson,1956-06-11,Married,Female,erin4@adventure-works.com,40000.00,2,1,Partial High School,Skilled Manual,1,2,251 Steven Circle,NULL,480-555-0169,2013-03-23,2-5 Miles,Victoria
22773,609,AW00022773,Autumn,D,Zhang,Autumn Zhang,1961-04-19,Married,Female,autumn0@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,8836 D Bel Air Drive,NULL,621-555-0181,2013-10-29,10+ Miles,Bellingham
22774,616,AW00022774,Caleb,NULL,Alexander,Caleb Alexander,1956-04-17,Married,Male,caleb15@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,1261 Viking Drive,NULL,670-555-0141,2013-12-25,10+ Miles,Everett
22775,311,AW00022775,Madison,NULL,Martinez,Madison Martinez,1956-02-17,Married,Female,madison18@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,3831 Golden Gate Way,NULL,100-555-0191,2013-07-03,2-5 Miles,Concord
22776,331,AW00022776,Julia,NULL,Perry,Julia Perry,1955-11-03,Married,Female,julia74@adventure-works.com,70000.00,4,2,Partial College,Professional,1,1,1246 Glenside Ct.,NULL,364-555-0142,2013-05-30,1-2 Miles,La Jolla
22777,614,AW00022777,Tyler,NULL,Garcia,Tyler Garcia,1956-10-09,Married,Male,tyler12@adventure-works.com,60000.00,2,1,High School,Professional,1,2,6828 Benedict Court,NULL,290-555-0179,2013-06-05,10+ Miles,Edmonds
22778,298,AW00022778,Monique,C,Dominguez,Monique Dominguez,1957-05-12,Married,Female,monique9@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,711 Sweetwater Drive,NULL,596-555-0179,2013-04-24,10+ Miles,Bellflower
22779,299,AW00022779,Lance,NULL,Ruiz,Lance Ruiz,1957-06-10,Married,Male,lance2@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,8609 Eagle Ct,NULL,674-555-0195,2014-01-14,10+ Miles,Berkeley
22780,337,AW00022780,Jennifer,NULL,Rogers,Jennifer Rogers,1956-11-13,Married,Female,jennifer55@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,4023 Glen Court,NULL,113-555-0147,2013-04-21,2-5 Miles,Long Beach
22781,352,AW00022781,Hunter,NULL,Powell,Hunter Powell,1956-12-19,Married,Male,hunter5@adventure-works.com,70000.00,4,2,Partial College,Professional,1,1,6601 Browse Ct,NULL,516-555-0191,2014-01-07,10+ Miles,Palo Alto
22782,361,AW00022782,Dakota,N,Wood,Dakota Wood,1956-09-30,Single,Male,dakota1@adventure-works.com,70000.00,4,2,Partial College,Professional,1,2,9234 Paso Del Rio Court,NULL,116-555-0193,2013-07-22,10+ Miles,San Gabriel
22783,626,AW00022783,Isaac,C,Green,Isaac Green,1958-04-03,Married,Male,isaac38@adventure-works.com,70000.00,2,1,Partial High School,Skilled Manual,1,2,3696 Hidden Lakes Court,NULL,239-555-0151,2013-09-09,10+ Miles,Lynnwood
22784,338,AW00022784,Nicholas,H,Jackson,Nicholas Jackson,1963-06-14,Married,Male,nicholas12@adventure-works.com,70000.00,2,1,Partial High School,Skilled Manual,1,2,7939 Bayview Court,NULL,531-555-0167,2013-07-08,2-5 Miles,Los Angeles
22785,54,AW00022785,Oscar,NULL,Perry,Oscar Perry,1957-07-12,Married,Male,oscar16@adventure-works.com,70000.00,2,1,Partial High School,Skilled Manual,1,3,6503 Geneva Lane,NULL,678-555-0179,2011-07-03,10+ Miles,N. Vancouver
22786,612,AW00022786,Wyatt,NULL,Goldstein,Wyatt Goldstein,1958-01-13,Married,Male,wyatt67@adventure-works.com,70000.00,2,1,Partial High School,Skilled Manual,1,3,1794 English Court,NULL,612-555-0184,2013-11-02,10+ Miles,Burien
22787,385,AW00022787,Andrea,L,Sanchez,Andrea Sanchez,1957-09-08,Married,Female,andrea28@adventure-works.com,70000.00,2,1,Partial High School,Skilled Manual,1,3,1941 Pinecrest Court,#611,422-555-0197,2013-07-05,10+ Miles,Woodland Hills
22788,374,AW00022788,Jordan,NULL,Jenkins,Jordan Jenkins,1958-06-13,Married,Male,jordan3@adventure-works.com,70000.00,2,1,Partial High School,Skilled Manual,0,3,2665 B Wildbrook Ct,NULL,314-555-0132,2013-07-13,2-5 Miles,Torrance
22789,359,AW00022789,Richard,NULL,Taylor,Richard Taylor,1958-01-08,Married,Male,richard49@adventure-works.com,70000.00,2,1,Partial High School,Skilled Manual,1,3,8254 North Ridge Drive,NULL,144-555-0114,2013-07-17,10+ Miles,San Diego
22790,368,AW00022790,Luke,H,Phillips,Luke Phillips,1957-08-04,Single,Male,luke37@adventure-works.com,70000.00,2,1,Partial High School,Skilled Manual,1,4,4211 Las Lomas Way,NULL,333-555-0181,2013-07-25,10+ Miles,Santa Cruz
22791,307,AW00022791,Taylor,NULL,Jenkins,Taylor Jenkins,1957-09-07,Married,Female,taylor32@adventure-works.com,60000.00,2,1,High School,Professional,1,2,2466 Clearland Circle,NULL,572-555-0144,2013-04-23,2-5 Miles,Chula Vista
22792,547,AW00022792,Thomas,W,Carter,Thomas Carter,1969-08-01,Married,Male,thomas47@adventure-works.com,70000.00,4,3,Partial College,Professional,1,1,4207 Beech Ct.,NULL,420-555-0161,2013-08-09,10+ Miles,Portland
22793,648,AW00022793,Antonio,M,Jenkins,Antonio Jenkins,1958-12-16,Single,Male,antonio6@adventure-works.com,70000.00,4,3,Partial College,Professional,1,1,3464 Joan Ave.,NULL,516-555-0126,2013-09-24,10+ Miles,Yakima
22794,239,AW00022794,Kelli,NULL,Deng,Kelli Deng,1980-04-30,Married,Female,kelli24@adventure-works.com,130000.00,2,4,Partial College,Professional,1,1,6836 Somerset Pl.,NULL,1 (11) 500 555-0167,2013-03-04,5-10 Miles,Gloucestershire
22795,201,AW00022795,Tara,G,Yuan,Tara Yuan,1973-08-14,Married,Female,tara7@adventure-works.com,110000.00,2,4,Partial College,Professional,1,3,"11, rue du Puits Dixme",NULL,1 (11) 500 555-0154,2013-02-21,5-10 Miles,Paris
22796,179,AW00022796,Brad,NULL,Nath,Brad Nath,1962-11-14,Married,Male,brad19@adventure-works.com,110000.00,2,4,Partial College,Professional,0,3,"2, rue de Maubeuge",NULL,1 (11) 500 555-0154,2013-05-16,5-10 Miles,Saint Ouen
22797,119,AW00022797,Leonard,S,She,Leonard She,1962-08-26,Married,Male,leonard1@adventure-works.com,130000.00,2,4,Partial College,Professional,1,2,Am Gallberg 22,NULL,1 (11) 500 555-0172,2013-12-20,0-1 Miles,Grevenbroich
22798,238,AW00022798,Heidi,L,Fernandez,Heidi Fernandez,1963-02-05,Married,Female,heidi18@adventure-works.com,150000.00,2,3,High School,Professional,1,4,2648 Hillcrest,NULL,1 (11) 500 555-0194,2013-05-07,5-10 Miles,Gateshead
22799,231,AW00022799,Riley,NULL,Alexander,Riley Alexander,1961-10-02,Married,Female,riley16@adventure-works.com,120000.00,3,4,Partial High School,Professional,0,4,9038 Ida Drive,NULL,1 (11) 500 555-0188,2013-11-23,5-10 Miles,Billericay
22800,215,AW00022800,Dwayne,G,Alvarez,Dwayne Alvarez,1960-12-10,Married,Male,dwayne4@adventure-works.com,90000.00,2,1,High School,Professional,0,2,"1, rue de la Centenaire",NULL,1 (11) 500 555-0147,2013-12-08,2-5 Miles,Colombes
22801,154,AW00022801,Alicia,NULL,Raje,Alicia Raje,1961-05-09,Married,Female,alicia12@adventure-works.com,110000.00,3,4,Partial College,Professional,1,4,Essener Straße 19,Einkaufsabteilung,1 (11) 500 555-0142,2013-09-13,10+ Miles,Bonn
22802,118,AW00022802,Ann,A,Van,Ann Van,1966-03-20,Single,Female,ann9@adventure-works.com,120000.00,3,4,Partial High School,Professional,1,4,Erftplatz 727,NULL,1 (11) 500 555-0117,2014-01-21,10+ Miles,Frankfurt
22803,162,AW00022803,Marshall,J,Shan,Marshall Shan,1960-08-04,Single,Male,marshall31@adventure-works.com,130000.00,3,4,Partial College,Professional,0,3,Am Gallberg 234,NULL,1 (11) 500 555-0113,2013-12-20,0-1 Miles,Werne
22804,147,AW00022804,Kelly,NULL,Butler,Kelly Butler,1960-05-15,Married,Female,kelly19@adventure-works.com,80000.00,3,1,Partial College,Professional,1,2,Pappelallee 300,NULL,1 (11) 500 555-0152,2013-04-06,2-5 Miles,Hamburg
